category,author_id,name,title,rid,comment,likes,share,duration,createtime,product,sales,volume,aweme_type,aweme_url,collect_count,download_count,forward_count,group_purchase_poi_id,group_purchase_poi_name,his_promotion_id,is_diversion,label,music_id,play_count,play_count_text,play_count_v1,play_count_v1_text,product_count,promotion_id,sku_id,sku_title,comment_转化率,likes_转化率,share_转化率,collect_count_转化率,download_count_转化率,forward_count_转化率,是否为带货视频,小时,星期几_数字,星期几_文字,标签字数占比,标签情感方向,标题情感方向,标签标题情感方向一致性,标签的平均情感唤起度,标题情感唤起度,标签情感类别,标题情感类别,标签的平均语义距离,标签个数
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#植物科普 #我的乡村生活 #大自然的馈赠 百草之王的野生人参，现在特别少见，赶快看看你的家乡有吗？,J968zP8FvcETgAMzkn9NTpEiip1_F7iY,66,1342,50,61835,2024/1/18 11:55,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7325281916603682099/?region=CN&mid=7325281973713849115&u_code=3k0g2j5f4hce&did=MS4wLjABAAAAE5maw5pTNqLzmbjxBpR4VC2-O6xpHOoMfeqZdH3GVvGkMP7RfvJpVue1iOD1NPUF&iid=MS4wLjABAAAAPwkBj4Y3VXengNjYL7wzz7jSdAxh3kzK1A_yVuAG2gfOud_l5CKgDe3YnYgt5J3c&with_sec_did=1&titleType=title&share_sign=WM21HeVMBvwPrSOObQKGm6woWlfilDQzMcf4SJMSNPI-&share_version=280400&ts=1710732583&from_aid=1128&from_ssr=1,116,6,0,,,,0,情感,7.32528E+18,28000,2.8w+,28000,2.8w+,0,,,,0.002357143,0.047928571,0.001785714,0.004142857,0.000214286,0,0,11,3,Thursday,0.9,0.840272466,0.999943684,0,0.680544932,0.999887367,[],[],0.273212254,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#大自然的馈赠 #植物科普 #我的乡村生活 山里全是宝，就看你会不会把它找，像块大石头一样的植物，大家一定要仔细看，它就是是金线钓乌龟，这么珍贵的植物，你的家乡有吗？,oKMKyXS2q8li3HBys9OyhogusV8hYBmb,2847,57207,2717,43445,2024/1/4 16:52,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7320163441480600859/?region=CN&mid=7320163483747158811&u_code=0&titleType=title&share_sign=XDxT5HR7r2LXC9DYVz_ilGXkvpzRRBn_FUnvc8OhxD4-&share_version=120002&ts=1715589855&from_aid=32&from_ssr=1,5570,60,0,,,,0,情感,7.32016E+18,580000,58w+,580000,58w+,0,,,,0.004908621,0.098632759,0.004684483,0.009603448,0.000103448,0,0,16,3,Thursday,0.939759036,0.968191086,0.999990317,1,0.936382172,0.999980634,[],[],0.270364791,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#植物科普 #大自然的馈赠 #我的乡村生活 长得像个大石头一样的植物，可药可赏的，金不换，见过的朋友告诉我,dK_dRtfTaZJ4eZHVlPJQbnMa4yhcVx1h,82,1692,50,34389,2024/1/3 16:54,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7319792833483771187/?region=CN&mid=7319792909971360522&u_code=37ga7m6f8365&did=MS4wLjABAAAAHxOjSGFFsSWDALj2QgpVir6tQ-TohGV_fWCLAhaVWp0mtN4rRyF-9dC8ft_8-9co&iid=MS4wLjABAAAA0HJ_HhEC3otEwsTeFsyTILjDj4K5Otha3gsm9Ky0PuF4yE2kKYgCRqWAEqoVMeI8&with_sec_did=1&titleType=title&share_sign=BG9zyE7nsNqfsu0WOgpmyOiKHjrJ_xJGPnUfGf9YJIE-&share_version=280400&ts=1709453885&from_aid=1128&from_ssr=1,121,14,0,,,,0,情感,7.31979E+18,98000,9.8w+,98000,9.8w+,0,,,,0.000836735,0.017265306,0.000510204,0.001234694,0.000142857,0,0,16,2,Wednesday,0.905660377,0.906995889,0.994764921,1,0.813991777,0.989529842,[],[],0.272058696,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#植物科普 #我的乡村生活 #大自然的馈赠 深山全是宝，就看你会不会找，30多年的，土茯苓，大家一定要看一下,4uCWTJtESTU7Zs0WRvs0yLl-k3JUwrtt,129,2624,67,46742,2024/1/2 11:51,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7319343578935823625/?region=CN&mid=7319343631305870090&u_code=4ch20mb06k1i&did=MS4wLjABAAAA1GqlsC6oPrlSS7OsLHf7FDLiTToTU7IHfpNYESZ1JtaPZjoCgBMHXgeh-qWGx-cI&iid=MS4wLjABAAAAFNln5QXObyVb0KpWzx_895feC1FNF1yquXg8JU1FiHOc5nhJCEcT7Ok5pYQ150-M&with_sec_did=1&titleType=title&share_sign=TmyUQC6c9BNFZkEOF6zc4k_7YJyA5zp5guL4glTMWjQ-&share_version=280400&ts=1709364109&from_aid=1128&from_ssr=1,155,8,0,,,,0,情感,7.31934E+18,140000,14w+,140000,14w+,0,,,,0.000921429,0.018742857,0.000478571,0.001107143,5.71429E-05,0,0,11,1,Tuesday,0.907407407,0.837880835,0.998407453,0,0.675761669,0.996814907,[],[],0.291343808,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#创作灵感 #植物科普 #我的乡村生活 中华九大仙草之首，石斛，大家一定要认识,DpWnXpaVtvqBsldpWV1LnF8EXLr8vV4l,69,2053,94,43004,2024/2/28 16:58,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7340574519964273970/?region=CN&mid=7340574562947517193&u_code=jg47kgh61hc&did=MS4wLjABAAAAZ3Ci6z7hoIU83eItI69YTxzR32wm7ay0YMUwgyVP0XA&iid=MS4wLjABAAAASRtFBwFuqIp4OQz72Wq-7yQurJHXwPpnlQ5Zs4rl0BU&with_sec_did=1&titleType=title&share_sign=yT1rLVPBUrAv1n40f2DYRS5zGEGqLtYbYIsU3zPbInA-&share_version=290600&ts=1714297260&from_aid=1128&from_ssr=1,210,18,0,,,,0,情感,7.34057E+18,0,0,-2147483648,0,0,,,,0,0,0,0,0,0,0,16,2,Wednesday,0.871794872,0.942397091,0.998102589,1,0.884794181,0.996205178,[],[],0.215445563,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#大自然的馈赠 #植物科普 #我的乡村生活 黄荆棍下出好人，你们对它熟悉吗？,490a5uzNW4ryjHie36RIO4JbGYKztj3d,748,7384,376,57981,2024/2/24 12:37,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7339022849631407370/?region=CN&mid=7339022877322218251&u_code=1cj7j8aai02c&did=MS4wLjABAAAAi_oNO-7hhnFPeCo5-N5DXSgMli_eDxbU8s85c24zFc7A2mUD8fgDRDjaTk1Nl8R3&iid=MS4wLjABAAAAZrFGqPMJJhgIkCnjpS_qte2fm84z1MlCwWB-lg6b6OvwajpqGGHKT9SOI7Cy5Js_&with_sec_did=1&titleType=title&share_sign=HpFCoq35eMehJ5veCPYIW8wjOlXwJUQT9f61UV4Kuas-&share_version=290500&ts=1713946575&from_aid=1128&from_ssr=1,1288,57,0,,,,0,情感,7.33902E+18,0,0,-2147483648,0,0,,,,0,0,0,0,0,0,0,12,5,Saturday,0.868421053,0.943506339,0.99812568,1,0.887012677,0.996251359,[],[],0.234689817,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#植物科普 #大自然的馈赠 #我的乡村生活 被称仙人余粮，黄精，拾遗中的救荒草，你的家乡有吗？,MBv7jO2nzGxTWqoCnK848ZltA83A8vKf,1707,22151,1629,42447,2024/2/23 11:56,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7338641310246554889/?region=CN&mid=7338641342241131327&u_code=0&did=MS4wLjABAAAAXBHnvhcgCUoxkau53cQUZC7u6-NYVOdI2i8y_s3wTNcttPb3lhsysei9-G9GVCFH&iid=MS4wLjABAAAAdS3D_5dsm451-0hynxFPBSA6z3ySAjC6qDMvF7jXsvIKPiK0cO4EOHpGtrnZ8kmm&with_sec_did=1&titleType=title&share_sign=_XFUVuWEOCNjpkHnRTvz6pEX0yu.hc27kCIpHdRws1A-&share_version=290600&ts=1715803604&from_aid=1128&from_ssr=1,3722,80,0,,,,0,情感,7.33864E+18,72000,7.2w+,72000,7.2w+,0,,,,0.023708333,0.307652778,0.022625,0.051694444,0.001111111,0,0,11,4,Friday,0.893617021,0.945831611,0.998313645,1,0.891663222,0.996627291,[],[],0.247263774,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#我的乡村生活 #植物科普 #大自然的馈赠 被称南方人参的，绞股蓝，三叶五叶七叶都有，你最多见过几叶呢？@抖音小助手,cMCDq-EPM4j-PKj0dPtEN_cHyPtkKdDK,117,2772,82,62810,2024/2/22 16:38,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7338342959257160986/?region=CN&mid=7338343014428986121&u_code=lj0cahl0c6a&did=MS4wLjABAAAA_nBE0ac0ek5KADfGIAVtlmy95H9uIFxa4YdI4CBH1no&iid=MS4wLjABAAAAzv2CBaFGs0J-m0uhMsrcGVmjheaz497vpXWtjpd5Kyg&with_sec_did=1&titleType=title&share_sign=pPBio6HtdCjIRLntbnIENZwndeJovCBC_CBuU1pOn70-&share_version=290500&ts=1713777135&from_aid=1128&from_ssr=1,280,18,0,,,,0,情感,7.33834E+18,35000,3.5w+,35000,3.5w+,0,,,,0.003342857,0.0792,0.002342857,0.008,0.000514286,0,0,16,3,Thursday,0.913793103,0.792394904,0.96546475,0,0.584789807,0.9309295,[],[],0.27187857,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#植物科普 #大自然的馈赠 #我的乡村生活 外形四四方方，攀爬能力特别强的，四方藤，连蛇遇见都得绕着走，经常进山的朋友，你们见过吗？,MtYL5jJ7stKQ2gbruCqb5UwN7xkqg5F2,80,2430,100,42447,2024/2/21 11:50,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7337897471949032741/?region=CN&mid=7337897533768829734&u_code=1e2ehd8fjki9&did=MS4wLjABAAAA6nSPPNFe8RwrsFEnDKatlwoVsaNxdDpZCKA_j7lPswsBlCOC9jxhqABefSE81ezT&iid=MS4wLjABAAAA7yd5TbKl64L-2cjzvLoLP6s3OowR0UYSv7CWELIjEYCBecg-B4gMTQwrztrZFDbe&with_sec_did=1&titleType=title&share_sign=ZzXHlBCH9KIg1Arv6s._0QAozachXuf8Da7rZ0YGFR0-&share_version=290500&ts=1713684964&from_aid=1128&from_ssr=1,289,19,0,,,,0,情感,7.3379E+18,96000,9.6w+,96000,9.6w+,0,,,,0.000833333,0.0253125,0.001041667,0.003010417,0.000197917,0,0,11,2,Wednesday,0.924242424,0.968102876,0.999984134,1,0.936205751,0.999968268,[],[],0.262789607,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#创作灵感 #植物科普 #抖音自然植物 它农村常见植物，不了解它的都烦，但懂它价值的当宝，鬼针草，你的家乡有吗？,1_1pUzvv9OiATmJJCu6atZg3hEALOPAI,162,1827,106,47741,2024/2/20 16:53,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7337604520513506610/?region=CN&mid=7337604582215781132&u_code=4a20akddg0k9&did=MS4wLjABAAAAkoe6hQrTMZvEcM6Bw6PmP3bfwXFnAXUrcRwJEL-RuTAf3ycpBoC-MaiAp9MdfaFU&iid=MS4wLjABAAAAYrNPZxxVWdCZNWKdOh7NGSFji16OBeWT8CvZP9k8mByjYt3p7NmR7rY20Diw8mja&with_sec_did=1&titleType=title&share_sign=13n2dFMajldxHXfB8ilEocuFM83eHVpRlIV8TtkTj8U-&share_version=290500&ts=1713604462&from_aid=1128&from_ssr=1,276,14,0,,,,0,情感,7.3376E+18,70000,7.0w+,70000,7.0w+,0,,,,0.002314286,0.0261,0.001514286,0.003942857,0.0002,0,0,16,1,Tuesday,0.910714286,0.975232085,0.999965392,1,0.950464171,0.999930785,[],[],0.182497337,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#创作灵感 #我的乡村生活 #植物科普 壮乡特有植物，多年生温姜，温中散寒能力更强，赶快看看你的家乡有吗？,KmkRb81IoxkMJSxo3VzbCkd2TgZcKlRL,2999,21484,1098,53987,2024/2/19 17:05,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7337236597638696229/?region=CN&mid=7337236629729561381&u_code=0&did=MS4wLjABAAAAXBHnvhcgCUoxkau53cQUZC7u6-NYVOdI2i8y_s3wTNcttPb3lhsysei9-G9GVCFH&iid=MS4wLjABAAAAdS3D_5dsm451-0hynxFPBSA6z3ySAjC6qDMvF7jXsvIKPiK0cO4EOHpGtrnZ8kmm&with_sec_did=1&titleType=title&share_sign=hsdCQFWpUKqgEfYYdTLjzaifNse1EpuWVSWvE3CAFxo-&share_version=290600&ts=1715803604&from_aid=1128&from_ssr=1,2217,8,0,,,,0,情感,7.33724E+18,170000,17w+,170000,17w+,0,,,,0.017641176,0.126376471,0.006458824,0.013041176,4.70588E-05,0,0,17,0,Monday,0.905660377,0.81970351,0.999995158,0,0.63940702,0.999990316,[],[],0.274243146,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#创作灵感 #植物科普 #我的乡村生活 四月生苗，五月开花，六月结果，果实似龙珠，龙葵，你还知道它有哪些别名？,VrYPhErwnq2hcvkcd4wp-76_-Ym3oBOq,146,2107,79,34645,2024/2/18 11:37,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7336780984697769242/?region=CN&mid=7336781017333631794&u_code=34ee5a3fjk70&did=MS4wLjABAAAAToLzZCq0zKd6btmRllWHrsmTPLiTvDrf7dJxnMUXirfwT0hT_N7h0xspO6z2OmHe&iid=MS4wLjABAAAAkMB18WknBkPPlL6nG9sPivsdXo5sfuIkcdUCQ51b70kExB3z87BQPvxHn3-Uxnxs&with_sec_did=1&titleType=title&share_sign=MHREGTj4PytbhWMgM4hfx8orwIoyacVyufErtBzphcA-&share_version=290500&ts=1713426532&from_aid=1128&from_ssr=1,232,10,0,,,,0,情感,7.33678E+18,57000,5.7w+,57000,5.7w+,0,,,,0.002561404,0.036964912,0.001385965,0.004070175,0.000175439,0,0,11,6,Sunday,0.909090909,0.952330951,0.998707064,1,0.904661902,0.997414129,[],[],0.227909923,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#植物科普 #我的乡村生活 #大自然的馈赠 这株植物长得特别像芋头，但和芋头却毫无关系，薯莨，你的家乡有吗？,JOzOn1jz4a8J09nevlvpF1HR8HdzQ-4Y,67,2191,48,47741,2024/2/15 11:14,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7335661622041529637/?region=CN&mid=7335661743991130899&u_code=2im4ajfljfc&did=MS4wLjABAAAAji_fIG3xk0bn-9aB3Nx9U2Q71xjo5dvvcXbPY1Ph98I&iid=MS4wLjABAAAAGZcLwDeWnfK9_BdEgvNhASyZ-HIdKbORl7yQcacsUpA&with_sec_did=1&titleType=title&share_sign=gbE.v2PDH2BG1uCUu5gvwsc0BwjnGVGzLhb40M9AJto-&share_version=280400&ts=1713151095&from_aid=1128&from_ssr=1,172,14,0,,,,0,情感,7.33566E+18,120000,12w+,120000,12w+,0,,,,0.000558333,0.018258333,0.0004,0.001433333,0.000116667,0,0,11,3,Thursday,0.907407407,0.839577043,0.999498781,0,0.679154086,0.998997562,[],[],0.270464867,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#植物科普 #中草药知识 #大自然的馈赠 神农四宝的，七叶一枝花，曾被誉为蛇伤痈蛆圣药，你的家乡有吗？,KB8G4Lk6WtAb8SUd3QBg2jOcRp-ovhww,1244,9963,324,41077,2024/2/6 18:42,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7332437339463011635/?region=CN&mid=7332437587132664603&u_code=10ech9i1gf5e&did=MS4wLjABAAAALrptsuN_vbeTdfsw-hZltn1g9wwoh4TA-5WZa56ItZM&iid=MS4wLjABAAAAKKYOmy18RGEnhWaWaeckFW4-K_ecWDu7TmXlNG4J-_c&with_sec_did=1&titleType=title&share_sign=_7Uwikq6Ow9ZnMNYUfQTKbB6jCSOqY9MRVjhtWPXVS4-&share_version=280400&ts=1712410872&from_aid=1128&from_ssr=1,1018,31,0,,,,0,情感,7.33244E+18,310000,31w+,310000,31w+,0,,,,0.004012903,0.03213871,0.001045161,0.003283871,0.0001,0,0,18,1,Tuesday,0.901960784,0.980808262,0.999990626,1,0.961616524,0.999981251,[],[],0.277266175,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#大自然的馈赠 #植物科普 #我的乡村生活 今天发现一株瑶药，当地人称，十大功效，你们见过吗？,cYrjqsphjYtteKwYLhdOlhnMaLSs-xnc,137,2848,79,46069,2024/2/5 12:19,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7331967344283045158/?region=CN&mid=7331967621694343974&u_code=3jdl9a49hd5m&did=MS4wLjABAAAAxsN0jO2s0UXIDcsxPzffpVjtn5ulKNSJ2YYZyOtB4J8ZpkltkajYZ4Rp4QH2kS4D&iid=MS4wLjABAAAAsL3hsgrgmoyfQ69AEenkW5rbZnKggPD5Dpmnp0-1f8L6xObpEiQ8JyRYzZYD7UaM&with_sec_did=1&titleType=title&share_sign=A3lolgYx6ObrdLRvEKoSB7KVVEQFvzgSeh4siEVF3m0-&share_version=280400&ts=1712300960&from_aid=1128&from_ssr=1,321,17,0,,,,0,情感,7.33197E+18,89000,8.9w+,89000,8.9w+,0,,,,0.001539326,0.032,0.00088764,0.003606742,0.000191011,0,0,12,0,Monday,0.893617021,0.94421116,0.998182946,1,0.88842232,0.996365891,[],[],0.240337893,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#创作灵感 #植物科普 #大自然的馈赠 有着特别浓郁鱼腥味植物，鱼腥草，吃过的朋友可以告诉我,eTRh9jmb-pHKeXJ_sjnZL3tI3IzDSuVi,245,2754,84,51247,2024/2/4 16:10,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7331655897820728627/?region=CN&mid=7331656071716834059&u_code=37ga7m6f8365&did=MS4wLjABAAAAHxOjSGFFsSWDALj2QgpVir6tQ-TohGV_fWCLAhaVWp0mtN4rRyF-9dC8ft_8-9co&iid=MS4wLjABAAAA0HJ_HhEC3otEwsTeFsyTILjDj4K5Otha3gsm9Ky0PuF4yE2kKYgCRqWAEqoVMeI8&with_sec_did=1&titleType=title&share_sign=htE_CwRDGFRHKN21U7MX06IwbOnHFXMM0Yo85gcNAnE-&share_version=280400&ts=1712220028&from_aid=1128&from_ssr=1,213,17,0,,,,0,情感,7.33166E+18,82000,8.2w+,82000,8.2w+,0,,,,0.002987805,0.033585366,0.00102439,0.002597561,0.000207317,0,0,16,6,Sunday,0.891304348,0.968462507,0.999611523,1,0.936925013,0.999223045,[],[],0.198134303,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#植物科普 #大自然的馈赠 #我的乡村生活 比醋还酸的植物，酢浆草，你的家乡有吗？,YgxBp6xjxJFuy6uCKx5gKVfJiDIr8sfu,127,1960,49,48809,2024/2/3 15:16,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7331270903726230834/?region=CN&mid=7331271288964729651&u_code=1j77482hd2l4&did=MS4wLjABAAAAfjf7t6P1D6gx6GZlTsAIZUBUZUYxon4CutkTa8e8Ou3T-rtXgs123qrn_ebMCzUv&iid=MS4wLjABAAAALalSWlxDZUz9ZrMiuWpk1PvHIcqb_h1oWCoJTsJ0fKHszt4emqSpvID24mskdVwP&with_sec_did=1&titleType=title&share_sign=ItxERWAHgUR.C0AaUSoE.sSYxxFmeJ5n56ZQ297pWSA-&share_version=280400&ts=1712131683&from_aid=1128&from_ssr=1,145,5,0,,,,0,情感,7.33127E+18,75000,7.5w+,75000,7.5w+,0,,,,0.001693333,0.026133333,0.000653333,0.001933333,6.66667E-05,0,0,15,5,Saturday,0.87804878,0.964434386,0.999724145,1,0.928868771,0.999448289,[],[],0.245115831,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#我的乡村生活 #大自然的馈赠 #植物科普 壮乡神仙草，一草多用，可食可药，黄荆，你知道它有哪些价值吗？,Te4r2sbQWMvSgBFE1jOvgy_3glCwNMDB,48291,165826,33377,43306,2024/3/30 11:36,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7351995334228249894/?region=CN&mid=7351995378148854565&u_code=0&did=MS4wLjABAAAAJEZwyzK7CUW6nb4tze_1FJqrJdku7n_4WXFYs66NTlJpD4YxlHNxGMDk_LbTTkO6&iid=MS4wLjABAAAAGDpmx7eAKFOrzcRUrwbr7R35Nee74KGEhu5bYodtidwfhSvGT-QnPnCwouAjElB7&with_sec_did=1&titleType=title&share_sign=UGRLyK0GVSzkOFtGw4.nFmIx5xvJIjWMuFzdrME_xTE-&share_version=290800&ts=1720384045&from_aid=1128&from_ssr=1,48086,2502,0,,,,0,情感,7.352E+18,13000000,1300w+,13000000,1300w+,0,,,,0.003714692,0.012755846,0.002567462,0.003698923,0.000192462,0,0,11,5,Saturday,0.903846154,0.812086157,0.999534758,0,0.624172314,0.999069517,[],[],0.199904919,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#植物科普 #我的乡村生活 #大自然的馈赠 经常进山的人遇到这颗植物一定要远离，它就是会咬人的树，你被它咬过吗？,10mMXu236bM0HzWl4nbq9k-ejlqjnd29,141,3248,123,70682,2024/3/29 11:54,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7351628825635196186/?region=CN&mid=7351628878208355122&u_code=-1&did=MS4wLjABAAAAp4r-_DZ8QwDi1YNLFb-I01CiiqldX40AeHX7UcTrUDB_1Qb2WghKsU1wx-w0IJRF&iid=MS4wLjABAAAAiEGcc7sqsSGarfh88rAtu2RuaDVGLjjUxtZ3f2G6Ffq8UURfmdrT90x0DpQlFtgP&with_sec_did=1&titleType=title&share_sign=eoOANkw7.rKsDRRABvH_T.v0WEnvjceegpCOXROry1g-&share_version=290600&ts=1716888626&from_aid=1128&from_ssr=1,235,17,0,,,,0,情感,7.35163E+18,110000,11w+,110000,11w+,0,,,,0.001281818,0.029527273,0.001118182,0.002136364,0.000154545,0,0,11,4,Friday,0.910714286,0.837491252,0.998155556,0,0.674982505,0.996311112,[],[],0.284220576,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#创作灵感 #植物科普 #大自然的馈赠 它是古人狩猎最常用的植物，它也经常救人于危病之中，前提一定要会用，乌头，认识的朋友评论告诉我,JKYwztKWDBAQSS74hMeY7FcC8wwvMTrp,245,4183,150,43074,2024/3/23 9:03,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7349358056666336522/?region=CN&mid=7349358116372351755&u_code=-1&did=MS4wLjABAAAAZ7DX3dC0uvqBrqITq-YFI4LVJraaawPJg3eG2SuIvA1p5VIKd2vsjyfywEh7KzIH&iid=MS4wLjABAAAA9RsRuTW0saKb8aqLkD07XCBILW_RWv5f4gjePy9d3uEUZkhllq-RG6Oiqn92zbXq&with_sec_did=1&titleType=title&share_sign=bvgmrsJR1mVGTQSUR4l1xc0M6Ppfpfj3vdScgSoHgBc-&share_version=290600&ts=1716346007&from_aid=1128&from_ssr=1,351,18,0,,,,0,情感,7.34936E+18,170000,17w+,170000,17w+,0,,,,0.001441176,0.024605882,0.000882353,0.002064706,0.000105882,0,0,9,5,Saturday,0.924242424,0.9754861,0.999978395,1,0.9509722,0.999956791,[],[],0.210497424,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#植物科普 #我的乡村生活 #三农 和恐龙同时代的蕨类植物，有知道它作用的吗？,oTPsK9DBgYQJXSDOOJoNrcnAZAZhQzPr,6719,49249,3720,37919,2024/3/19 18:28,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7348019386793446693/?region=CN&mid=7348019447573105458&u_code=0&did=MS4wLjABAAAAJEZwyzK7CUW6nb4tze_1FJqrJdku7n_4WXFYs66NTlJpD4YxlHNxGMDk_LbTTkO6&iid=MS4wLjABAAAAGDpmx7eAKFOrzcRUrwbr7R35Nee74KGEhu5bYodtidwfhSvGT-QnPnCwouAjElB7&with_sec_did=1&titleType=title&share_sign=b_zfdX.cwPw6iyY3EumJdgZ_LXPGNltntTfZfiyCUTg-&share_version=290800&ts=1720384045&from_aid=1128&from_ssr=1,2920,72,0,,,,0,情感,7.34802E+18,1400000,140w+,1400000,140w+,0,,,,0.004799286,0.035177857,0.002657143,0.002085714,5.14286E-05,0,0,18,1,Tuesday,0.871794872,0.840078696,0.999819865,0,0.680157391,0.999639729,[],[],0.265409738,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#我的乡村生活 #植物科普 #三农 拥有五半叶片，果实毛绒绒，像个小桃子，客家人煲汤经常用到的，五指毛桃，大家一定要认识一下,erZ76RRTLyQLpnxnUxlK0_g-XEgQOxmo,340,4824,259,58886,2024/3/17 17:52,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7347267997142125875/?region=CN&mid=7347268032223480602&u_code=-1&did=MS4wLjABAAAAt56wTWdJRcfuzIGWoQwIo5WIilgfvIasVzdb2QeL9Dj2mQqCLO1OQ7fVWC0aPbhZ&iid=MS4wLjABAAAATwKjrhMJ_gSMsezGXdVVmFaZxXNTuE4uz0Quos64dC2pBxn8klX3kjIOC-bMANF9&with_sec_did=1&titleType=title&share_sign=tjqD.CWMhycJ4RwwiJqcfnkK8s08d_j9HUQslc0dPp0-&share_version=290600&ts=1715853415&from_aid=1128&from_ssr=1,560,37,0,,,,0,情感,7.34727E+18,0,0,-2147483648,0,0,,,,0,0,0,0,0,0,0,17,6,Sunday,0.919354839,0.822397421,0.988023474,0,0.644794842,0.976046948,[],[],0.30217436,3
三农,irPHHvIgIoHBDGYau8HkjPWmRXwIHU2s,本草新说,#我的乡村生活 #大自然的馈赠 #植物科普 生长了近百年的过岗龙，砍上一段就会流出大量水，你知道它有哪些作用吗？,fDP3x9B5blYBMYwjZDsXE67jrSMGWj17,121,2874,79,53917,2024/3/16 18:27,,-2147483648,-2147483648,0,https://www.iesdouyin.com/share/video/7346905989771185435/?region=CN&mid=7346906041176656691&u_code=-1&did=MS4wLjABAAAAS42BqEYgIgPwRWNG6_NHTx3UWywzadZT7d82SQuPgho_k_xmamWJgwY6eP65Wrrb&iid=MS4wLjABAAAA2r6VIhdQfUVcyW6DpOzp6oigFQPk0nYrfzGaF21Q_rYXASMWu_6T-32ENa7JmWCU&with_sec_did=1&titleType=title&share_sign=mPsZRKUK6em2lbgtXqatu1NX2DcWnQflRUrVyuBSp4s-&share_version=290600&ts=1715780091&from_aid=1128&from_ssr=1,230,7,0,,,,0,情感,7.34691E+18,0,0,-2147483648,0,0,,,,0,0,0,0,0,0,0,18,5,Saturday,0.910714286,0.811980352,0.998248956,0,0.623960704,0.996497912,[],[],0.184006155,3
